College,Name,Jersey,Position,Class Year,Height,Weight,B/T,High School,Hometown,Season
Texas Tech University,Zane Petty,34,RHP,So.,73,165,2nd Year,Corsicana,"Corsicana, Texas",2024
Texas Tech University,Solen Munson,35,C,Fr.,73,200,1st Year,Hempstead,"Dubuque, Iowa",2024
Texas Tech University,Carson Baugh,37,LHP,Jr.,73,175,1st Year,Denison,"Pottsboro, Texas",2024
Texas Tech University,Jacob Rogers,38,RHP,So.,74,200,2nd Year,Friendswood,"Friendswood, Texas",2024
Texas Tech University,Brady Trombello,41,RHP,Fr.,74,180,1st Year,Prairie,"Ridgefield, Wash.",2024
Texas Tech University,Kyle Robinson,42,RHP,Jr.,78,210,3rd Year,George C Marshall,"Vienna, Va.",2024
Texas Tech University,Brendan Lysik,43,LHP,Jr.,77,225,3rd Year,St. Joseph Regional,"Waldwick, N.J.",2024
Texas Tech University,Hudson Luce,44,LHP,R-Sr.,79,210,5th Year (2nd at Tech),Atasocita,"Houston, Texas",2024
Texas Tech University,Derek Bridges,45,LHP,Sr.,73,230,4th Year,Duncan,"Duncan, Okla.",2024
Texas Tech University,Ryan Free,46,LHP,Sr.,74,190,4th Year (2nd at Tech),Frisco,"Frisco, Texas",2024
Texas Tech University,Mac Heuer,48,RHP,Fr.,77,265,1st Year,Homeschooled,"Greensboro, Ga.",2024
Texas Tech University,Drew Woodcox,50,INF/OF,Sr.,72,205,4th Year (3rd at Tech),Lamar,"Houston, Texas",2024
Texas Tech University,Zach Erdman,51,LHP,So.,74,185,2nd Year,Keller,"Keller, Texas",2024
Texas Tech University,Josh Sanders,52,RHP,Sr.,75,180,4th Year,Yukon,"Yukon, Okla.",2024
Texas Tech University,Max Huffling,54,LHP,Sr.,81,255,5th Year (1st at Tech),Deer Creek,"Edmond, Okla.",2024
Texas Tech University,Jack Washburn,56,RHP,R-Jr.,74,215,5th Year (2nd at Tech),Webster,"Webster, Wisc.",2024
Oklahoma State University,Addison Smith,1,INF,Fr.,72,186,S/R,Liberty HS,"Liberty, Mo.",2024
Oklahoma State University,Aidan Meola,2,INF,Jr.,73,208,R/R,Palm Beach Gardens HS,"Palm Beach Gardens, Fla.",2024
Oklahoma State University,Carson Benge,3,OF/RHP,So.,73,184,L/R,Yukon HS,"Yukon, Okla.",2024
Oklahoma State University,Zach Ehrhard,4,OF,Jr.,71,190,R/R,Wharton HS,"Tampa, Fla.",2024
Oklahoma State University,Jaxson Crull,5,OF,Sr.,72,174,L/L,Bixby HS,"Bixby, Okla.",2024
Oklahoma State University,Lane Forsythe,6,INF,Sr.,72,176,R/R,Trinity Christian,"Jackson, Tenn.",2024
Oklahoma State University,Kyler Proctor,7,INF,Fr.,70,176,R/R,Silo HS,"Silo, Okla.",2024
Oklahoma State University,Ian Daugherty,8,C,Jr.,74,212,R/R,Kingfisher HS,"Kingfisher, Okla.",2024
Oklahoma State University,Nolan Schubart,10,OF/1B,So.,77,233,L/R,Orchard Lake Saint Mary's Prep,"Durand, Mich.",2024
Oklahoma State University,Colin Brueggemann,12,1B,Jr.,78,235,L/R,Freeburg HS,"Smithton, Ill.",2024
Oklahoma State University,Kollin Ritchie,13,INF/OF,Fr.,74,222,L/R,Atoka HS,"Atoka, Okla.",2024
Oklahoma State University,Brian Holiday,14,RHP,Jr.,71,203,N/A,Land O'Lakes HS,"Tampa, Fla.",2024
Oklahoma State University,Avery Ortiz,15,INF,Fr.,70,186,N/A,Union HS,"Tulsa, Okla.",2024
Oklahoma State University,Tyler Wulfert,17,INF,Sr.,72,209,R/R,Piedra Vista HS,"Farmington, N.M.",2024
Oklahoma State University,Beau Sylvester,18,C/1B/OF,So.,72,201,R/R,Kamehameha Kapalama HS,"Kailua, Hawaii",2024
Oklahoma State University,Donovan LaSalle,19,OF,Fr.,74,204,R/R,Barbe HS,"Lake Charles, La.",2024
Oklahoma State University,Gabe Davis,22,RHP,So.,81,217,R/R,Choctaw HS,"Choctaw, Okla.",2024
Oklahoma State University,Max Galvin,23,OF,Jr.,74,191,L/L,IMG Academy,"Coral Gables, Fla.",2024
Oklahoma State University,Ryan Ure,24,LHP,So.,79,234,R/L,Eaton HS,"Eaton, Colo.",2024
Oklahoma State University,Evan O'Toole,25,RHP,Sr.,74,208,R/R,Vauxhall Academy,"Bridgewater, Nova Scotia, Canada",2024
Oklahoma State University,Austin Lemon,26,OF,Fr.,70,176,S/R,Heritage Hall HS,"Oklahoma City, Okla.",2024
Oklahoma State University,Sam Garcia,27,LHP,Sr.,76,218,N/A,E.A. Laney HS,"Wilmington, N.C.",2024
Oklahoma State University,Brennan Phillips,28,LHP,So.,73,185,N/A,Owasso HS,"Owasso, Okla.",2024
Oklahoma State University,Tommy Molsky,30,RHP,Jr.,73,179,N/A,Northern York County HS,"Dillsburg, Pa.",2024
Oklahoma State University,Robert Cranz,31,RHP,Jr.,75,207,N/A,Keller HS,"Keller, Texas",2024
Oklahoma State University,Drew Blake,32,LHP,So.,74,191,L/L,Stillwater HS,"Stillwater, Okla.",2024
Oklahoma State University,Bryson Hudgens,33,RHP,Sr.,76,248,N/A,Argyle HS,"Argyle, Texas",2024
Oklahoma State University,Charlie Carter,34,C,Fr.,74,201,R/R,Little Rock Christian,"Little Rock, Ark.",2024
Oklahoma State University,Jake Kennedy,35,RHP,Fr.,74,181,N/A,Enid HS,"Hennessey, Okla.",2024
Oklahoma State University,Bryce McCain,38,RHP,Fr.,74,198,N/A,Aledo HS,"Aledo, Texas",2024
Oklahoma State University,Janzen Keisel,39,RHP,Jr.,76,208,R/R,Gunnison Valley HS,"Gunnison, Utah",2024
Oklahoma State University,Cole Johnson,40,1B,Fr.,77,233,R/R,Lake Travis HS,"Austin, Texas",2024
Oklahoma State University,Riley Taylor,43,RHP,Sr.,75,223,R/R,V.R. Eaton HS,"Haslet, Texas",2024
Oklahoma State University,Max Knight,44,LHP/1B,Fr.,75,198,L/L,Bixby HS,"Bixby, Okla.",2024
Oklahoma State University,Dominick Reid,46,RHP,So.,75,216,R/R,Lone Star HS,"Little Elm, Texas",2024
Oklahoma State University,Aaron Weber,48,RHP,Jr.,77,226,N/A,Memorial HS,"Edmond, Okla.",2024
Oklahoma State University,Tate Smith,52,RHP,Fr.,77,223,N/A,Eaton HS,"Greeley, Colo.",2024
Oklahoma State University,Ryan Bogusz,53,RHP,Sr.,74,191,R/R,Lone Star HS,"Frisco, Texas",2024
Oklahoma State University,Blake Julius,54,RHP,Fr.,78,227,N/A,Legacy HS,"Mansfield, Texas",2024
Oklahoma State University,Weston Rouse,55,LHP,Fr.,78,244,N/A,Fort Gibson HS,"Fort Gibson, Okla.",2024
Oklahoma State University,Kyle Bade,56,LHP,Fr.,70,177,N/A,Plano Senior HS,"Plano, Texas",2024
Fresno State University,Chase Knight,4,Infield,Fr.,73,175,L/R,Bellarmine College Prep HS,"Pleasanton, Calif.",2024
Fresno State University,JR Bedford,5,Infield,Fr.,72,160,R/R,St. Mary's HS,"El Sobrante, Calif.",2024
Fresno State University,Lee Treviño,6,Infield,Jr.,71,185,R/R,Redwood HS,"Visalia, Calif.",2024
Fresno State University,Eddie Saldivar,7,Infield,Jr.,71,180,L/R,San Joaquin Memorial HS,"Fresno, Calif.",2024
Fresno State University,Jett Ruby,9,Infield,R-Fr.,72,185,L/R,Buchanan HS,"Fresno, Calif.",2024
Fresno State University,Rocco Peppi,10,Infield/Outfield,R-Jr.,71,200,R/R,Marina HS,"Huntington Beach, Calif.",2024
Fresno State University,Justin Stransky,11,Catcher,Jr.,73,175,R/R,Emerald Ridge HS,"Puyallup, Wash.",2024
Fresno State University,Ben Newton,12,Infield,Sr.,70,170,S/R,Albany HS,"Albany, Calif.",2024
Fresno State University,Max Shor,13,Catcher,R-So.,70,195,R/R,Palm Desert HS,"Palm Desert, Calif.",2024
Fresno State University,Cam Schneider,14,Infield,Fr.,75,190,R/R,Bullard HS,"Fresno, Calif.",2024
Fresno State University,Murf Gray,15,Infield,So.,76,220,R/R,Madera South HS,"Madera, Calif.",2024
Fresno State University,Aidan Cremarosa,16,RHP,So.,75,185,R/R,IMG Academy,"Burbank, Calif.",2024
Fresno State University,Marco Pirruccello,19,Infield,R-Jr.,72,185,L/R,Rocklin HS,"Rocklin, Calif.",2024
Fresno State University,Matt Gonsalves,20,Catcher,So.,72,195,R/R,Doughtery Valley HS,"San Ramon, Calif.",2024
Fresno State University,Grady Morgan,21,Outfield,Gr.,74,210,L/R,Laguna Beach HS,"Laguna Beach, Calif.",2024
Fresno State University,Tyler Davis,25,Catcher,Sr.,74,195,R/R,San Joaquin Memorial HS,"Fresno, Calif.",2024
Fresno State University,Sky Collins,30,Outfield,Jr.,73,180,R/R,Buchanan HS,"Clovis, Calif.",2024
Fresno State University,Michael McKernan,31,Outfield,R-Sr.,70,175,R/L,Mount Whitney HS,"Visalia, Calif.",2024
Fresno State University,Brendan Shanahan,32,Infield/Outfield,Fr.,73,195,R/R,Great Oak HS,"Temecula, Calif.",2024
Fresno State University,Tommy Hopfe,33,RHP/Utility,Sr.,73,210,S/R,Frontier HS,"Bakersfield, Calif.",2024
Fresno State University,Bryce Armstrong,34,LHP,R-Jr.,76,200,L/L,Corning HS,"Corning, Calif.",2024
Fresno State University,Bobby Blandford,35,Outfield,Jr.,74,195,L/L,Pleasant Grove HS,"Elk Grove, Calif.",2024
Fresno State University,Hunter Backstrom,36,Outfield,Fr.,72,175,L/L,Serra Gardena HS,"Los Angeles, Calif.",2024
Fresno State University,Andrew Balentine,37,LHP,Fr.,74,195,R/L,Pitman HS,"Ceres, Calif.",2024
Fresno State University,Jake Dixon,38,LHP,Gr.,76,210,L/L,Sanger HS,"Clovis, Calif.",2024
Fresno State University,Jack Anker,39,RHP,So.,74,195,R/R,Tulare Western HS,"Tulare, Calif.",2024
Fresno State University,Cayden Munster,40,Infield,Fr.,75,235,L/R,Clovis West HS,"Fresno, Calif.",2024
Fresno State University,Zach Statzer,41,RHP,R-Jr.,75,235,R/R,Beyer HS,"Modesto, Calif.",2024
Fresno State University,Jake Riding,42,RHP,Jr.,74,225,R/R,Pahrump Valley HS,"Pahrump, Nev.",2024
Fresno State University,Victor Arreola,43,RHP,R-So.,72,195,R/R,Madison HS,"San Diego, Calif.",2024
Fresno State University,Jaykob Acosta,46,RHP,Gr.,74,200,R/R,Exeter HS,"Exeter, Calif.",2024
Fresno State University,Noah Beal,47,RHP,Sr.,76,205,R/R,Clovis HS,"Clovis, Calif.",2024
Fresno State University,Nathan Baeza,48,RHP,R-Fr.,74,190,R/R,Clovis West HS,"Fresno, Calif.",2024
Fresno State University,Carson Revay,49,LHP,R-Fr.,76,210,L/L,Bear Creek HS,"Stockton, Calif.",2024
Fresno State University,Cooper Bergman,51,RHP,R-Jr.,74,195,R/R,Buchanan HS,"Clovis, Calif.",2024
Fresno State University,JT Guerrero,52,RHP,Fr.,73,170,R/R,Mt. Whitney HS,"Visalia, Calif.",2024
Fresno State University,Logan Groff,53,RHP,Jr.,74,215,R/R,Pacifica HS,"Garden Grove, Calif.",2024
Fresno State University,Caleb Anderson,55,RHP,Jr.,77,200,R/R,Paloma Valley HS,"Menifee, Calif.",2024
Air Force Academy,Jay Thomason,1,IF,Sr.,73,200,L/R,Auburn,"Auburn, AL",2024
Air Force Academy,T.J. Oster,2,IF,So.,69,170,R/R,Valley Christian,"Phoenix, AZ",2024
Air Force Academy,Chase Spencer,3,OF/RHP,Jr.,73,180,R/R,Plano West,"Plano, TX",2024
Air Force Academy,Zach Peters,4,UT/RHP,Jr.,69,170,R/R,Los Alamitos,"Garden Grove, CA",2024
Air Force Academy,Sam Kulasingam,5,IF,Sr.,74,185,S/R,Holly Springs,"Holly Springs, N.C.",2024
Air Force Academy,Dylan Rogers,9,RHP,Jr.,75,190,R/R,McKinney North,"McKinney, TX",2024
Air Force Academy,Tripp Garrish,10,OF,So.,73,210,L/L,Carlmont,"Belmont, CA",2024
Air Force Academy,Christian Taylor,12,UT,Fr.,71,180,R/R,Green Hill,"Mount Juliet, TN",2024
Air Force Academy,Cam Anstey,13,UT,Fr.,73,185,R/R,Monteverde Academy,"Winter Garden, FL",2024
Air Force Academy,Ben Niednagel,16,IF,So.,69,160,L/R,Hart,"Santa Clarita, CA",2024
Air Force Academy,Aaron Reyes,17,C,Jr.,71,186,R/R,St. John Bosco,"Downey, CA",2024
Air Force Academy,Joey Collier,19,LHP,So.,72,195,R/L,Paradise Honors,"Surprise, AZ",2024
Air Force Academy,Aerik Joe,20,SS,Sr.,70,180,R/R,Groves,"Elgin, SC",2024
Air Force Academy,Jaxson Crump,21,RHP,Jr.,72,175,R/R,Sarasota,"Sarasota, FL",2024
Air Force Academy,Chris Stallings,22,OF,Sr.,72,180,R/R,The Kinkaid School,"Houston, TX",2024
Air Force Academy,Walker Zapp,24,C,So.,71,200,R/R,Auburn,"Auburn, AL",2024
Air Force Academy,Jake Greiving,25,OF/DH,Sr.,69,195,L/R,Legend,"Parker, CO",2024
Air Force Academy,Sam Hentges,27,LHP,Fr.,74,205,L/L,St. John Bosco,"Seal Beach, CA",2024
Air Force Academy,Luke Elmore,29,OF,Fr.,72,195,R/R,Mosley,"Panama City, FL",2024
Air Force Academy,Doyle Gehring,30,RHP,Sr.,74,195,R/R,Bishop Kelley,"Tulsa, OK",2024
Air Force Academy,Van Klein,31,C,Fr.,72,180,R/R,Marcus,"Flower Mound, TX",2024
Air Force Academy,Kyle Moats,32,LHP,Sr.,74,185,R/L,St. John Bosco,"Fresno, CA",2024
Air Force Academy,Patrick Davidson,33,RHP,Fr.,76,210,R/R,Auburn,"Auburn, AL",2024
Air Force Academy,Landon Boyd,34,C,Jr.,72,195,S/R,Sandra Day O'Connor,"Parker, CO",2024
Air Force Academy,Gio Sambito,35,RHP,Fr.,74,180,R/L,Arnold O. Beckham,"Irvine, CA",2024
Air Force Academy,Gaines Estridge,36,RHP,Fr.,74,215,R/R,Covenant Christian Academy,"Fort Worth, TX",2024
Air Force Academy,Jimmy Hebenstreit,37,LHP,Sr.,73,185,L/L,Heritage,"Littleton, CO",2024
Air Force Academy,Ethan Dillinger,38,LHP,Fr.,73,180,L/R,Erie,"Erie, CO",2024
Air Force Academy,Charlie Russell,39,RHP,Fr.,77,205,R/R,Bishop Ready,"Columbus, OH",2024
Air Force Academy,Seungmin Shim,40,LHP,Sr.,76,195,L/L,Foothill,"Pleasanton, CA",2024
Air Force Academy,Davis Rhyne,44,RHP,Fr.,77,195,R/R,Hickory Ridge,"Harrisburg, NC",2024
Air Force Academy,Bowen Brantingham,45,RHP,Fr.,75,215,R/R,John Burroughs,"St. Louis, MO",2024
