College,Name,Jersey,Position,Class Year,Height,Weight,B/T,High School,Hometown,Season
Troy University,Sean Darnell,37,INF,Jr.,73,206,L/R,Elmore County HS,"Wetumpka, Ala.",2025
Troy University,Zak Szabo,38,RHP,R-So.,75,220,R/R,Sinclair Secondary School,"Whitby, Ontario",2025
Troy University,Jacob Roettgen,40,LHP,Sr.,74,253,L/L,Jefferson City HS,"Jefferson City, Mo.",2025
Troy University,Luke Lyon,42,RHP,Sr.,74,240,R/R,Oak Grove HS,"Hattiesburg, Miss.",2025
Troy University,Nolan Decker,43,LHP,Fr.,72,210,L/L,Noblesville HS,"Noblesville, Ind.",2025
Troy University,Garrett Gainous,44,RHP,Sr.,76,220,R/R,Cairo HS,"Cairo, Ga.",2025
Troy University,Colton Walls,45,RHP/INF,So.,76,232,L/R,Stanhope Elmore HS,"Millbrook, Ala.",2025
Troy University,Chase Nelson,46,LHP,Sr.,72,215,L/L,Hendersonville HS,"Nashville, Tenn.",2025
Troy University,Noah Thigpen,47,RHP,Fr.,74,218,R/R,Lowndes HS,"Lake Park, Ga.",2025
Troy University,Grady Gorgen,48,LHP,Sr.,75,193,R/L,Mineral Point HS,"Mineral Point, Wisc.",2025
Troy University,George Welch,49,LHP,Gr.,75,212,L/L,Pinkerton Academy,"Derry, N.H.",2025
Troy University,Pavlos Piperakis,55,LHP,So.,73,185,L/L,Saint Thomas Aquinas HS,"Plantation, Fla.",2025
University of Louisiana at Lafayette,Maddox Mandino,1,OF/LHP,So.,69,175,L/L,Glenbrook,"Minden, La.",2025
University of Louisiana at Lafayette,Sam Ardoin,4,IF,So.,74,170,R/R,Sam Houston,"Moss Bluff, La.",2025
University of Louisiana at Lafayette,Trip Dobson,5,IF/RHP,Fr.,73,190,R/R,Catholic,"Baton Rouge, La.",2025
University of Louisiana at Lafayette,Mark Collins,6,OF,Fr.,74,200,R/R,Opelousas Catholic,"Opelousas, La.",2025
University of Louisiana at Lafayette,Griffin Hebert,7,IF/RHP,Fr.,71,200,L/R,Sam Houston,"Lake Charles, La.",2025
University of Louisiana at Lafayette,Lee Amedee,8,IF,Jr.,72,205,L/R,St. Amant,"Gonzales, La.",2025
University of Louisiana at Lafayette,Drew Markle,9,IF,So.,76,185,R/R,Tompkins,"Katy, Texas",2025
University of Louisiana at Lafayette,Connor Cuff,10,IF,So.,76,215,R/R,Carthage,"Carthage, Texas",2025
University of Louisiana at Lafayette,Brooks Wright,11,OF,Fr.,75,185,L/R,Catholic,"Baton Rouge, La.",2025
University of Louisiana at Lafayette,Caleb Stelly,12,OF,Jr.,73,205,R/R,Parkview Baptist School,"Baton Rouge, La.",2025
University of Louisiana at Lafayette,Casey Artigues,13,IF,Jr.,70,180,L/R,St. Thomas Aquinas,"Hammond, La.",2025
University of Louisiana at Lafayette,Blaine Lucas,14,IF,Fr.,72,185,L/R,Tomball,"Tomball, Texas",2025
University of Louisiana at Lafayette,Clayton Pourciau,15,C,R-Fr.,72,195,R/R,Catholic,"Livonia, La.",2025
University of Louisiana at Lafayette,Carson Hepworth,16,OF,Jr.,74,195,R/R,Gulf Breeze,"Gulf Breeze, Fla.",2025
University of Louisiana at Lafayette,Chase Morgan,18,LHP,So.,75,195,L/L,Cy Woods,"Cypress, Texas",2025
University of Louisiana at Lafayette,Dylan Theut,19,LHP,R-Sr.,71,185,R/L,Fulshear,"Fulshear, Texas",2025
University of Louisiana at Lafayette,JR Tollett,20,RHP,So.,74,190,R/R,Ruston,"Ruston, La.",2025
University of Louisiana at Lafayette,Kasen Bellard,21,IF/RHP,Fr.,72,180,R/R,Barbe,"Lake Charles, La.",2025
University of Louisiana at Lafayette,Owen Galt,22,IF,Fr.,70,190,R/R,Barbe,"Lake Charles, La.",2025
University of Louisiana at Lafayette,Tate Hess,23,RHP,So.,74,220,R/R,Singer,"Singer, La.",2025
University of Louisiana at Lafayette,Riley Marcotte,25,LHP,So.,74,180,L/L,Loreauville,"Loreauville, La.",2025
University of Louisiana at Lafayette,Parker Smith,26,C/RHP,Fr.,74,195,R/R,Lake Creek,"Montgomery, Texas",2025
University of Louisiana at Lafayette,Matthew Holzhammer,27,RHP,Sr.,76,210,R/R,Wister,"Wister, Okla.",2025
University of Louisiana at Lafayette,Blake McGehee,29,RHP,R-Jr.,72,190,R/R,Tioga,"Alexandria, La.",2025
University of Louisiana at Lafayette,Will Taylor,30,RHP,Fr.,75,185,R/R,St. Thomas More,"Lafayette, La.",2025
University of Louisiana at Lafayette,Conor Higgs,33,OF,R-Sr.,74,195,L/L,Texas City,"Texas City, Texas",2025
University of Louisiana at Lafayette,Luke Yuhasz,34,OF,Jr.,76,205,R/R,Sam Houston,"Moss Bluff, La.",2025
University of Louisiana at Lafayette,Andrew Herrmann,39,LHP,Sr.,75,215,L/L,Campbell,"Kennesaw, Ga.",2025
University of Louisiana at Lafayette,James Trimble,40,RHP,R-So.,72,185,R/R,Ball,"Galveston, Texas",2025
University of Louisiana at Lafayette,Jose Torres,47,C,Sr.,68,195,R/R,Miami Christian School (Fla.),"San Miguelito, Panama",2025
University of Louisiana at Lafayette,Murphy Brooks,53,RHP,R-So.,75,230,R/R,Bridgeland,"Cypress, Texas",2025
Rice University,Maddox Keo,1,LHP,Fr.,69,160,L-L,Willis,"Willis, Texas",2025
Rice University,Cole Green,2,INF,Fr.,72,175,R-R,Sun Valley,"Indian Trail, North Carolina",2025
Rice University,Max Johnson,3,INF,Sr.,73,192,R-R,Mason,"Mason, Ohio",2025
Rice University,Blaine Brown,4,LHP/OF,Fr.,75,180,L-L,Shadow Creek,"Pearland, Texas",2025
Rice University,Treyton Rank,6,INF/OF,Sr.,72,210,R-R,Buford/,"Buford, Georgia",2025
Rice University,Michael Zito,7,INF,Fr.,73,192,R-R,Blessed Trinity Academy,"Milton, Georgia",2025
Rice University,Trey Duffield,9,OF,Jr.,75,229,R-R,Strake Jesuit,"Houston, Texas",2025
Rice University,Colin Robson,10,OF,R-Fr.,74,185,L-R,Southlake Carroll,"Souithlake, Texas",2025
Rice University,Austin Eppley,11,RHP/UT,Jr.,73,207,L-R,Episcopal,"Jacksonville, Florida",2025
Rice University,Jack Ben-Shoshan,12,RHP,Sr.,72,200,R-R,St. John's,"Houston, Texas",2025
Rice University,Reed Gallant,13,RHP,Gr.,73,193,R-R,Marcus H.S.,"Flower Mound, Texas",2025
Rice University,Paul Smith,14,C,Jr.,71,218,S-R,Episcopal,"Houston, Texas",2025
Rice University,Luke Smith,15,INF,Jr.,69,188,R-R,Callallen,"Corpus Christi, Texas",2025
Rice University,Garrett Stratton,16,RHP,Jr.,74,198,R-R,Strake Jesuit,"Houston, Texas",2025
Rice University,Graiden West,17,INF,Sr.,75,185,R-R,Tompkins,"Katy, Texas",2025
Rice University,Aric Anderson,19,C,Jr.,72,205,L-R,Palo Verde,"Las Vegas, Nevada",2025
Rice University,Gunnett Carlson,20,INF,Jr.,70,208,L-R,Berkely Prep,"Tampa, Florida",2025
Rice University,Tobias Motley,21,INF/OF,So.,74,201,R-R,Cy Ranch,"Houston, Texas",2025
Rice University,Javier Vazquez,23,INF,R-Fr.,73,195,R-R,IMG Academy,"Ponce, Puerto Rico",2025
Rice University,Jacob Devenny,24,OF,Jr.,71,200,L-R,Prosper,"Prosper, Texas",2025
Rice University,Ethan Atchley,26,RHP,Fr.,72,180,R-R,Rockwall,"Heath, Texas",2025
Rice University,Barrett Eldridge,27,INF,Jr.,75,212,R-R,Walton,"Atlanta, Georgia",2025
Rice University,Landon West,28,C,So.,75,213,R-R,Tompkins,"Katy, Texas",2025
Rice University,J.D. McCracken,29,LHP,Sr.,75,211,L-L,Tennessee,"Murfreesboro, Tennessee",2025
Rice University,Marco Fuentes,31,RHP,R-Jr.,74,210,R-R,Belen Jesuit,"Miami, Florida",2025
Rice University,Mark Perkins,32,RHP,Sr.,73,207,R-R,Stratford,"Houston, Texas",2025
Rice University,Nolan Roycraft,33,LHP,Fr.,77,226,L-L,The Woodlands,"The Woodlands, Texas",2025
Rice University,Micah Davis,34,RHP,Sr.,75,226,R-R,home school,"Baytown, Texas",2025
Rice University,Tom Vincent,36,LHP,R-Sr.,75,237,L-L,Memorial,"Houston, Texas",2025
Rice University,Davion Hickson,38,RHP,Jr.,74,208,R-R,IMG Academy,"Palmetto, Florida",2025
Rice University,Matthew Rheaume,39,RHP,R-Jr.,77,221,R-R,Memorial,"Houston, Texas",2025
Rice University,Von Baker,40,RHP,Gr.,78,232,R-R,OESJ,"St. Johnsonville, New York",2025
Rice University,Lorenzo Rios,44,C,Jr.,74,205,R-R,Yorkville,"Yorkville, Illinois",2025
Rice University,Tucker Alch,47,RHP,Gr.,77,217,R-R,St. Thomas,"Houston, Texas",2025
Rice University,Hiram Bocachica Jr.,48,INF,Fr.,67,155,R-R,Puerto Rico Baseball Academy,"Bayamón, Puerto Rico",2025
Rice University,Robert Fernandez,53,RHP,Sr.,72,214,R-R,Belen Jesuit,"Miami, Florida",2025
Rice University,Caleb Williams,54,RHP,R-Fr.,74,208,R-R,Alexander Central,"Bethlehem, North Carolina",2025
Rice University,Jackson Blank,55,RHP,So.,74,208,R-R,West,"Magnolia, Texas",2025
Rice University,Matt Zatopek,99,RHP,Fr.,75,210,R-R,Houston Christian,"Cypress, Texas",2025
University of Memphis,Creek Robertson,1,INF,R-Jr.,72,190,R/R,Madison Central HS,"Oxford, Miss.",2025
University of Memphis,Shane Cox,2,INF,R-Jr.,75,215,R/R,Munford HS,"Munford, Tenn.",2025
University of Memphis,Will Vasseur,3,INF,Jr.,76,215,R/R,Rocky Mountain HS,"Fort Collins, Colo.",2025
University of Memphis,Logan Stelling,4,RHP,R-Jr.,72,200,R/R,Christopher HS,"Gilroy, Calif.",2025
University of Memphis,Eli Curtis,6,LHP,R-So.,75,180,L/L,Chatham Glenwood HS,"Chatham, Ill.",2025
University of Memphis,Kylan Stepter,7,RHP,R-Sr.,73,195,R/R,Hernando HS,"Hernando, Miss.",2025
University of Memphis,Cy Turner,9,INF/OF,Jr.,75,185,L/R,Pacific Grove HS,"Pacific Grove, Calif.",2025
University of Memphis,Justin Fogel,11,C/OF,R-Sr.,72,210,L/R,Pennsbury HS,"Yardley, Pa.",2025
University of Memphis,Daniel Perez,13,INF,R-Jr.,70,185,L/R,Greenwich HS / Cheshire Academy,"Greenwich, Conn.",2025
University of Memphis,Brayden Sanders,14,RHP,Sr.,70,215,L/R,Lewisburg HS,"Olive Branch, Miss.",2025
University of Memphis,Logan Rushing,15,LHP,R-Jr.,72,180,R/L,Brighton HS,"Brighton, Tenn.",2025
University of Memphis,Seth Cox,16,OF/RHP,Sr.,77,220,R/R,McKinney HS,"McKinney, Texas",2025
University of Memphis,Seth Garner,18,RHP,Jr.,75,225,R/R,Hardin County HS,"Savannah, Tenn.",2025
University of Memphis,Davis Oswalt,19,RHP,Sr.,70,190,R/R,Nettleton HS,"Plantersville, Miss.",2025
University of Memphis,Chase Nixon,20,OF,Sr.,73,205,L/R,New Hanover HS / Pro5 Baseball Academy,"Wilmington, N.C.",2025
University of Memphis,Charlie Smith,21,RHP,Jr.,74,180,R/R,Powell HS,"Knoxville, Tenn.",2025
University of Memphis,Cade Tucker,22,INF/OF,Sr.,75,210,L/R,Krum HS,"Krum, Texas",2025
University of Memphis,Isaac Lucas,23,LHP,R-So.,72,200,L/L,Oakland Technical HS,"Oakland, Calif.",2025
University of Memphis,Michael Dallas,24,RHP,Sr.,71,185,R/R,Briarcrest Christian HS,"Arlington, Tenn.",2025
University of Memphis,David Case,26,LHP,Sr.,72,180,L/L,Loyola HS,"Pasadena, Calif.",2025
University of Memphis,Luke Ellis,27,LHP,R-Jr.,73,190,L/L,St. Benedict at Auburndale,"Somerville, Tenn.",2025
University of Memphis,Malik Harris,29,RHP,So.,78,235,R/R,Juan Diego Catholic HS,"Draper, Utah",2025
University of Memphis,Will Howell,30,RHP,R-Fr.,76,240,R/R,Pine Bluff HS,"Pine Bluff, Ark.",2025
University of Memphis,Michael Politte,31,INF,Fr.,74,195,R/R,Lindbergh HS,"St. Louis, Mo.",2025
University of Memphis,Cade Mattison,32,RHP,R-Jr.,75,195,R/R,Lamar Christian HS,"Hattiesburg, Miss.",2025
University of Memphis,Carter McKay,34,INF/OF,Fr.,75,250,L/R,Arlington HS,"Arlington, Tenn.",2025
University of Memphis,Jonah Sutton,35,C,Sr.,69,200,R/R,Briarcrest Christian HS,"Collierville, Tenn.",2025
University of Memphis,Connor Pittman,36,RHP,Jr.,80,225,R/R,Wayne County HS,"Waynesboro, Miss.",2025
University of Memphis,Hayden Donahue,37,RHP,R-Jr.,72,180,R/R,Booneville HS,"Booneville, Miss.",2025
University of Memphis,Brandon Chorzelewski,38,LHP,Sr.,73,175,L/L,Cherry Hill West,"Cherry Hill, N.J.",2025
University of Memphis,Jack Pitts,39,C,Fr.,72,210,R/R,Arlington HS,"Lakeland, Tenn.",2025
University of Memphis,Seth Giamportone,40,C,Fr.,75,215,R/R,Northpoint Christian School,"Olive Branch, Miss.",2025
University of Memphis,Caden Robinson,41,RHP,Jr.,72,175,R/R,New Albany HS,"New Albany, Ohio",2025
University of Memphis,Shane Thorson,42,LHP,Jr.,70,190,L/L,Cary HS,"Cary, N.C.",2025
University of Memphis,CJ Willis,44,INF/OF,R-So.,75,225,L/R,Bartlett HS,"Bartlett, Tenn.",2025
University of Memphis,Michael Bright,47,RHP,R-Fr.,75,180,R/R,New Manchester HS,"Lithia Springs, Ga.",2025
University of Memphis,Cade Greer,48,OF,Jr.,71,170,R/L,Lewisburg HS,"Lewisburg, Miss.",2025
University of Memphis,Webb Watson,49,INF/OF,Fr.,72,205,L/L,Central Arkansas Christian HS,"North Little Rock, Ark.",2025
University of Memphis,James Smith IV,50,OF/RHP,Jr.,77,185,R/R,Northpoint Christian School,"Olive Branch, Miss.",2025
University of North Carolina at Charlotte,Carson Bayne,1,OF,Sr.,71,185,R/R,Sandalwood HS,"Jacksonville, Fla.",2025
University of North Carolina at Charlotte,Thad Ector,2,OF,Sr.,74,215,S/R,Stars Mill HS,"Tyrone, Ga.",2025
University of North Carolina at Charlotte,Dante DeFranco,3,INF,Gr.,70,185,R/R,Orange HS,"Hillsborough, N.C.",2025
University of North Carolina at Charlotte,Johnny Sutryk,6,OF,So.,73,215,R/R,IMG Academy,"Virginia Beach, Va.",2025
University of North Carolina at Charlotte,Noah Furcht,8,OF,Sr.,74,215,R/R,Esko HS,"Esko, Minn.",2025
University of North Carolina at Charlotte,Logan Poteet,9,C,R-So.,74,215,R/R,Powell HS,"Powell, Tenn.",2025
University of North Carolina at Charlotte,Connor Maryniak,11,INF/RHP,Sr.,73,200,R/R,Governor Mifflin,"Reading, Pa.",2025
University of North Carolina at Charlotte,Chase Carson,12,LHP,Sr.,76,210,L/L,Shawnee Heights HS,"Topeka, Kan.",2025
University of North Carolina at Charlotte,Caleb Estes,13,INF,Jr.,76,205,R/R,Archbishop Spalding HS,"Severn, Md.",2025
University of North Carolina at Charlotte,Chandler Riley,14,INF,Gr.,72,185,L/R,Cox Mill HS,"Concord, N.C.",2025
University of North Carolina at Charlotte,Wesley Jones,17,RHP,So.,76,225,R/R,Charlotte Christian,"Charlotte, N.C.",2025
University of North Carolina at Charlotte,Dawson Bryce,18,INF,So.,75,200,R/R,Taunton HS,"Taunton, Mass.",2025
University of North Carolina at Charlotte,Blake Martin,19,OF,Jr.,72,200,L/R,Dutch Fork HS,"Irmo, S.C.",2025
University of North Carolina at Charlotte,Ed Wagner,20,RHP,R-Jr.,77,220,R/R,Highland School,"Haymarket, Va.",2025
University of North Carolina at Charlotte,Adam Stanton,21,RHP,Sr.,75,230,R/R,Eagan HS,"Eagan, Minn.",2025
University of North Carolina at Charlotte,Cody Gunderson,22,C/1B,Jr.,76,220,R/R,Institute College St. Pierre,"St. Malo, Manitoba, Canada",2025
University of North Carolina at Charlotte,Spencer Nolan,23,UTL,Jr.,77,190,R/R,Hoggard HS,"Wilmington, N.C.",2025
University of North Carolina at Charlotte,Reid Haire,24,OF,So.,72,195,L/L,Pro 5 Baseball Academy,"Hudson, N.C.",2025
University of North Carolina at Charlotte,Trey Baker,25,RHP,R-Sr.,75,215,R/R,Blessed Trinity Catholic HS,"Roswell, Ga.",2025
University of North Carolina at Charlotte,Juan Rivera,26,INF,Jr.,67,165,L/R,Sharyland Pioneer,"Mission, Texas",2025
University of North Carolina at Charlotte,Joseph Taylor,29,RHP,So.,71,180,R/R,Pro 5 Baseball Academy,"Apex, N.C.",2025
University of North Carolina at Charlotte,Blake Gillespie,32,RHP,Jr.,74,205,S/R,Medway HS,"Clermont, Ga.",2025
University of North Carolina at Charlotte,Tanner Kaler,34,LHP,So.,73,195,L/L,Northwest Cabarrus HS,"Concord, N.C.",2025
University of North Carolina at Charlotte,Andrew Kribbs,35,RHP,Jr.,72,210,R/R,CAK HS,"Knoxville, Tenn.",2025
University of North Carolina at Charlotte,Chase Allen,37,RHP,Gr.,78,215,R/R,Regis Jesuit,"Littleton, Colo.",2025
University of North Carolina at Charlotte,Trip DoVale,38,RHP,Jr.,73,190,R/R,Roswell HS,"Roswell, Ga.",2025
University of North Carolina at Charlotte,Mike Szturma,40,RHP,Gr.,75,220,R/R,Woodland Regional HS,"Beacon Falls, Conn.",2025
University of North Carolina at Charlotte,Joel Sarver,41,RHP,R-Sr.,73,210,R/R,Champaign Central HS,"Champaign, Ill.",2025
University of North Carolina at Charlotte,Ben Craig,43,LHP,Jr.,75,210,L/L,Spotswood HS,"Keezletown, Va.",2025
University of North Carolina at Charlotte,Cameron Turner,44,INF,Fr.,75,215,R/R,P27,"Richlands, N.C.",2025
University of North Carolina at Charlotte,Sebastian Perez,45,RHP,Jr.,77,245,R/R,West Broward HS,"Southwest Ranches, Fla.",2025
University of North Carolina at Charlotte,Hunter Sloop,47,RHP,R-So.,79,235,R/R,P27,"Mount Pleasant, N.C.",2025
University of North Carolina at Charlotte,Logan Ponnett,50,C/INF,Fr.,72,190,R/R,Hoggard HS,"Wilmington, N.C.",2025
University of North Carolina at Charlotte,Matt Garcia,54,LHP,Gr.,74,195,L/L,Monarch HS,"Louisville, Colo.",2025
University of North Carolina at Charlotte,AJ Camp,55,LHP,R-Fr.,73,205,S/L,Combine Academy,"Stallings, N.C.",2025
Oregon State University,Gavin Turley,1,OF,Jr.,73,196,R/R,Hamilton,"Chandler, Ariz.",2025
Oregon State University,Dallas Macias,4,OF,Jr.,72,203,L/R,Regis Jesuit,"Parker, Colo.",2025
Oregon State University,Easton Talt,6,OF,Jr.,70,178,L/R,Sunrise Mountain (AZ),"Everett, Wash.",2025
Oregon State University,AJ Singer,7,INF,Jr.,70,170,R/R,Mountain Ridge,"Glendale, Ariz.",2025
Oregon State University,Carson McEntire,9,OF,R-Fr.,73,192,R/R,Mountain Ridge,"Peoria, Ariz.",2025
Oregon State University,Chase Reynolds,12,RHP,Sr.,73,211,R/R,West Albany,"Albany, Ore.",2025
Oregon State University,Aiva Arquette,13,INF,Jr.,77,220,R/R,Saint Louis,"Kailua, Hawai'i",2025
Oregon State University,Bryce Hubbard,14,C,Jr.,72,215,L/R,Wesleyan,"Norcross, Ga.",2025
Oregon State University,Ryan VandenBrink,15,C/INF,Fr.,73,225,R/R,West Linn,"West Linn, Ore.",2025
Oregon State University,Eric Segura,16,RHP,So.,74,203,R/R,Soledad,"Soledad, Calif.",2025
Oregon State University,Adam Haight,17,RHP/OF,Fr.,74,192,R/R,Cedar Park Christian,"Snohomish, Wash.",2025
Oregon State University,Wilson Weber,18,C,Sr.,73,222,R/R,Sam Barlow,"Gresham, Ore.",2025
Oregon State University,Wyatt Queen,19,RHP,So.,74,200,R/R,Lake Stevens,"Marysville, Wash.",2025
Oregon State University,Kellan Oakes,20,RHP,Jr.,74,201,R/R,Canby,"Canby, Ore.",2025
Oregon State University,James DeCremer,21,RHP,R-Fr.,74,205,R/R,Brophy College Prep,"Scottsdale, Ariz.",2025
Oregon State University,Jacob Krieg,22,INF,Jr.,77,241,R/R,Clayton Valley,"Antioch, Calif.",2025
Oregon State University,Canon Reeder,23,OF,Jr.,72,188,R/R,Summit,"Bend, Ore.",2025
Oregon State University,Ethan Kleinschmit,24,LHP,So.,75,200,L/L,John F. Kennedy,"Mount Angel, Ore.",2025
Oregon State University,Joey Mundt,25,RHP,R-Sr.,76,224,R/R,Central Catholic,"Hughson, Calif.",2025
Oregon State University,Noah Ferguson,26,RHP,R-Sr.,70,188,R/R,South Salem,"Salem, Ore.",2025
Oregon State University,Dawson Santana,28,INF,So.,66,151,R/R,Lakeridge,"Lake Oswego, Ore.",2025
Oregon State University,Bryce Johnson,29,RHP,R-Fr.,75,212,R/R,Eastlake,"Sammamish, Wash.",2025
Oregon State University,Dax Whitney,30,RHP,Fr.,77,204,R/R,Blackfoot,"Blackfoot, Idaho",2025
Oregon State University,AJ Hutcheson,32,RHP,Jr.,71,187,L/R,Elk Grove,"Elk Grove, Calif.",2025
Oregon State University,Laif Palmer,33,RHP,So.,78,207,R/R,Golden,"Golden, Colo.",2025
Oregon State University,Max Fraser,34,LHP,So.,73,185,L/L,Camas,"Camas, Wash.",2025
Oregon State University,Zach Kmatz,35,RHP,Fr.,75,215,R/R,Sandia,"Albuquerque, N.M.",2025
Oregon State University,Nelson Keljo,36,LHP,Jr.,76,228,L/L,Jesuit,"Portland, Ore.",2025
Oregon State University,Paul Vazquez,40,INF,Fr.,75,208,R/R,South Hills,"Covina, Calif.",2025
Oregon State University,Martin Serrano,43,C,Fr.,75,205,L/R,Pocatello,"Pocatello, Idaho",2025
Oregon State University,Trent Caraway,44,INF,So.,74,203,R/R,JSerra Catholic,"Dana Point, Calif.",2025
Oregon State University,Tanner Douglas,48,LHP,Jr.,74,205,L/L,South Medford,"Medford, Ore.",2025
Oregon State University,Zach Edwards,50,RHP,Fr.,74,215,R/R,Riverton,"Riverton, Utah",2025
Oregon State University,Tyce Peterson,54,INF,Jr.,70,197,R/R,Juanita,"Kirkland, Wash.",2025
Texas Tech University,Coleman Ryan,1,SS,Fr.,72,156,R/R,Tomball,"Tomball, Texas",2025
Texas Tech University,Kyeler Thompson,2,CF,So.,72,183,R/R,Santa Fe HS,"Santa Fe, Texas",2025
Texas Tech University,Tracer Lopez,3,SS/2B,Jr.,70,155,L/R,C.H. Yoe,"Rosebud, Texas",2025
Texas Tech University,Kendyl Johnson,4,CF,Fr.,68,157,L/R,Little Elm HS,"Little Elm, Texas",2025
Texas Tech University,TJ Pompey,5,SS,So.,76,200,R/R,Coppell,"Coppell, Texas",2025
Texas Tech University,Garet Boehm,7,3B,So.,75,215,R/R,Hutto,"Taylor, Texas",2025
Texas Tech University,Hudson Parker,8,C,Sr.,72,200,R/R,Rowlett,"Rowlett, Texas",2025
Texas Tech University,Jace Souza,9,CF,Fr.,74,185,L/L,Kamehameha School (Kapalama),"Honolulu, Hawai'i",2025
Texas Tech University,Logan Hughes,10,OF,So.,71,197,L/L,Winter Springs HS,"Deland, Fla.",2025
Texas Tech University,Davis Rivers,11,C,So.,72,195,L/R,Waller,"Waller, Texas",2025
Texas Tech University,Peyton Schulze,13,3B/1B,Sr.,73,210,R/R,Rancho Benardo HS,"Poway, Calif.",2025
Texas Tech University,Tyler Boudreau,14,RHP,Jr.,73,169,R/R,Vauxhall Academy,"Sylvan Lake, Alberta",2025
Texas Tech University,JT Drake,15,RHP,Jr.,75,194,R/R,Los Alamos HS,"Los Alamos, N.M.",2025
Texas Tech University,Will Jordan,16,RHP,Fr.,77,215,R/R,Weatherford HS,"Weatherford, Texas",2025
Texas Tech University,Parker Hutyra,17,RHP,So.,76,195,R/R,Birdville,"North Richland Hills, Texas",2025
Texas Tech University,Lukas Pirko,18,RHP,So.,73,208,R/R,Vista Murrietta HS,"Murrieta, Calif.",2025
Texas Tech University,Jonny Lowe,19,RHP,Jr.,74,205,R/R,Rockwall-Heath HS,"Rockwall, Texas",2025
Texas Tech University,Antonelli Savattere,20,2B,Jr.,68,165,L/R,Rowlett HS,"Rowlett, Texas",2025
Texas Tech University,Jackson Burns,21,RHP,Fr.,76,215,R/R,Southwest Christian HS,"Aledo, Texas",2025
Texas Tech University,Zachary Fetchel,25,RHP,So.,75,173,R/R,Vista Ridge HS,"Austin, Texas",2025
Texas Tech University,Dylan Maxcey,26,C,Jr.,69,165,R/R,Friendswood HS,"Friendswood, Texas",2025
Texas Tech University,Robin Villeneuve,28,1B/OF,Sr.,74,208,R/L,Polyvante Nicolas-Gatineau,"Gatineau, Quebec",2025
Texas Tech University,Jorden Espinoza,29,LHP,Fr.,74,162,L/L,Aptos HS,"Watsonville, Calif.",2025
Texas Tech University,Damian Bravo,31,OF,Jr.,74,195,R/R,Haltom HS,"Haltom City, Texas",2025
Texas Tech University,Trendan Parish,32,RHP,Sr.,72,175,R/R,Southwest Christian,"Poolville, Texas",2025
Texas Tech University,Zach Crotchfelt,33,LHP,Jr.,75,220,L/L,Jackson Memorial High School,"Jackson, N.J.",2025
Texas Tech University,Zane Petty,34,RHP,Jr.,73,165,R/R,Corsicana,"Corsicana, Texas",2025
Texas Tech University,Dylan Blakey,35,LHP,Jr.,73,215,L/L,Woodbridge HS,"Irvine, Calif.",2025
Texas Tech University,Connor Mohan,36,RHP,Fr.,75,165,R/R,Burleson Centennial HS,"Burleson, Texas",2025
Texas Tech University,Carson Baugh,37,LHP,Sr.,73,175,L/L,Denison,"Pottsboro, Texas",2025
Texas Tech University,Jacob Rogers,38,RHP,Jr.,74,200,R/R,Friendswood,"Friendswood, Texas",2025
Texas Tech University,Ryan Jones,39,3B/OF,Fr.,75,200,R/R,Aledo High School,"Aledo, Texas",2025
Texas Tech University,Dominic Archila,40,C,Jr.,70,185,L/R,Vandebilt Catholic,"Houma, La.",2025
Texas Tech University,Brady Trombello,41,RHP,R-Fr.,74,180,R/R,Prairie,"Ridgefield, Wash.",2025
Texas Tech University,Daniel Bass,42,RHP,Jr.,76,216,R/R,Melissa HS,"Melissa, Texas",2025
Texas Tech University,Logan Bevis,44,RHP,So.,79,215,R/R,Montverde Academy,"Longwood, Fla.",2025
Texas Tech University,Jack Cebert,45,RHP,Sr.,75,209,R/R,Calvary Christian HS,"Tampa, Fla.",2025
Texas Tech University,Logan Addison,47,RHP,Fr.,73,208,R/R,New Home HS,"Tahoka, Texas",2025
Texas Tech University,Mac Heuer,48,RHP,So.,77,265,R/R,Homeschooled,"Greensboro, Ga.",2025
Texas Tech University,Zach Erdman,51,LHP,Jr.,74,185,L/L,Keller,"Keller, Texas",2025
Oklahoma State University,Brock Thompson,1,INF,Fr.,72,189,L/R,Liberty HS,"Bakersfield, Calilf.",2025
Oklahoma State University,Aidan Meola,2,INF,Sr.,74,212,R/R,Palm Beach Gardens HS,"Palm Beach Gardens, Fla.",2025
Oklahoma State University,Donovan LaSalle,3,OF,So.,74,198,R/R,Barbe HS,"Lake Charles, La.",2025
Oklahoma State University,Brayden Smith,4,INF/OF,Jr.,72,190,L/R,Millard South HS,"Omaha, Neb.",2025
Oklahoma State University,Garrett Shull,5,OF,Fr.,74,200,S/R,Enid HS,"Enid, Okla.",2025
Oklahoma State University,Drew Culbertson,6,INF,So.,72,174,R/R,Center Grove HS,"Greenwood, Ind.",2025
Oklahoma State University,Avery Ortiz,7,INF,So.,71,192,N/A,Union HS,"Tulsa, Okla.",2025
Oklahoma State University,Ian Daugherty,8,C,Sr.,74,214,R/R,Kingfisher HS,"Kingfisher, Okla.",2025
Oklahoma State University,Nolan Schubart,10,OF/1B,Jr.,77,234,L/R,Orchard Lake Saint Mary's Prep,"Durand, Mich.",2025
Oklahoma State University,Colin Brueggemann,12,1B,Sr.,78,229,L/R,Freeburg HS,"Smithton, Ill.",2025
